
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s),
1.272060,0.0359,0.5204,0.8843,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.273975,0.0737,0.6163,0.8535,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.275332,0.0853,0.6050,0.8914,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.326125,0.0853,0.6050,0.8914,0.3849,0.4311,0.6188,-0.2316,-0.1988,-0.1052,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.327757,0.0853,0.6050,0.8914,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.329261,0.0853,0.6050,0.8914,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.0632,-16.5432,-21.1548,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.337457,0.0853,0.6050,0.8914,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.1852,-16.6530,-21.3622,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.339213,0.0730,0.5498,0.9854,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.1852,-16.6530,-21.3622,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.340841,0.2433,0.5192,1.0768,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.1852,-16.6530,-21.3622,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.342179,0.2737,0.4733,1.1717,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.1852,-16.6530,-21.3622,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.343471,0.2020,0.4546,0.9863,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.1852,-16.6530,-21.3622,14.7825,254.2022,-28.5398,1.4719,78.2347,23.54517591,87.29021561,1.02999997,
1.377953,0.2020,0.4546,0.9863,1.4979,0.3476,1.5986,-0.2316,-0.1988,-0.1052,36.2462,-16.5798,-21.7282,14.7825,254.2022,-28.5398,1.4719,78.7081,23.54517591,87.29021561,1.02999997,
1.395950,0.2020,0.4546,0.9863,1.4979,0.3476,1.5986,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,254.2022,-28.5398,1.4719,78.7081,23.54517591,87.29021561,1.02999997,
1.398646,0.2020,0.4546,0.9863,1.4979,0.3476,1.5986,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.400513,0.2020,0.4546,0.9863,1.4643,0.2655,-1.0724,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.406545,0.2114,0.5379,0.6886,1.4643,0.2655,-1.0724,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.408558,0.1676,0.5209,0.6543,1.4643,0.2655,-1.0724,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.410364,0.1226,0.4072,0.8960,1.4643,0.2655,-1.0724,-0.2704,0.0354,-0.2890,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.457470,0.1226,0.4072,0.8960,1.4643,0.2655,-1.0724,-0.4420,-0.2715,-0.4918,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.462373,0.1226,0.4072,0.8960,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.2462,-16.5798,-21.7282,14.7825,256.6071,-27.4752,2.1529,78.7081,23.54517591,87.29021561,1.02999997,
1.464294,0.1226,0.4072,0.8960,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.2462,-16.5798,-21.7282,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.466626,0.1226,0.4072,0.8960,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.475385,0.1457,0.3445,1.0768,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.477764,0.1654,0.3567,1.0615,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.480098,0.1031,0.3784,0.9200,0.9449,-0.8000,0.9574,-0.4420,-0.2715,-0.4918,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.526489,0.1031,0.3784,0.9200,0.9449,-0.8000,0.9574,0.2746,-0.1577,-0.4141,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.528900,0.1031,0.3784,0.9200,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.3804,-16.3236,-22.2040,14.7825,259.1531,-25.8978,2.4902,78.7081,23.54517591,87.29021561,1.02999997,
1.530691,0.1031,0.3784,0.9200,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.3804,-16.3236,-22.2040,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.544454,0.1031,0.3784,0.9200,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.6122,-15.8600,-22.5212,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.546930,0.0272,0.3972,0.7593,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.6122,-15.8600,-22.5212,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.549870,0.0097,0.3873,0.7328,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.6122,-15.8600,-22.5212,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.551496,0.0064,0.3729,0.7998,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.6122,-15.8600,-22.5212,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.553536,0.0948,0.4330,0.7827,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.6122,-15.8600,-22.5212,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.577234,0.0948,0.4330,0.7827,-0.1164,-0.6683,-1.1519,0.2746,-0.1577,-0.4141,36.9294,-15.3232,-22.7164,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.597177,0.0948,0.4330,0.7827,-0.1164,-0.6683,-1.1519,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.599273,0.0948,0.4330,0.7827,0.7348,0.1230,-1.2375,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,260.7375,-27.1719,2.1732,78.7081,23.54517591,87.29021561,1.02999997,
1.600834,0.0948,0.4330,0.7827,0.7348,0.1230,-1.2375,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,263.1093,-29.5646,2.5308,78.7081,23.54517591,87.29021561,1.02999997,
1.605875,0.1586,0.5147,0.7182,0.7348,0.1230,-1.2375,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,263.1093,-29.5646,2.5308,78.7081,23.54517591,87.29021561,1.02999997,
1.607873,0.0909,0.4942,0.7056,0.7348,0.1230,-1.2375,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,263.1093,-29.5646,2.5308,78.7081,23.54517591,87.29021561,1.02999997,
1.609437,0.0888,0.5163,0.7530,0.7348,0.1230,-1.2375,0.4190,-0.0075,-0.2786,36.9294,-15.3232,-22.7164,14.7825,263.1093,-29.5646,2.5308,78.7081,23.54517591,87.29021561,1.02999997,
1.658301,0.0888,0.5163,0.7530,0.7348,0.1230,-1.2375,0.2294,0.0141,-0.3301,36.9294,-15.3232,-22.7164,14.7825,263.1093,-29.5646,2.5308,78.5385,23.54517591,87.29021561,1.02999997,
1.661786,0.0888,0.5163,0.7530,0.7348,0.1230,-1.2375,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,263.1093,-29.5646,2.5308,78.5385,23.54517591,87.29021561,1.02999997,
1.675357,0.0888,0.5163,0.7530,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,263.1093,-29.5646,2.5308,78.5385,23.54517591,87.29021561,1.02999997,
1.678293,0.0888,0.5163,0.7530,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.682268,0.1114,0.5494,0.7515,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.684528,0.0611,0.5483,0.7025,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.686633,0.0500,0.5606,0.7663,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,14.7825,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.689126,0.0500,0.5606,0.7663,0.4362,0.4913,-0.8234,0.2294,0.0141,-0.3301,37.1490,-14.8230,-23.1068,17.7525,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.727162,0.0500,0.5606,0.7663,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.1490,-14.8230,-23.1068,17.7525,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.737614,0.0500,0.5606,0.7663,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,264.7016,-30.5714,1.7579,78.5385,23.54517591,87.29021561,1.02999997,
1.739518,0.0500,0.5606,0.7663,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.741627,0.0354,0.5363,0.9016,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.743502,0.0382,0.5598,0.8963,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.744892,0.0726,0.6000,0.8076,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.746138,0.0087,0.5659,0.8687,0.4362,0.4913,-0.8234,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.747378,0.0087,0.5659,0.8687,0.2031,0.5522,0.2379,0.0783,0.0872,-0.2527,37.4174,-14.3472,-23.4240,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.777135,0.0087,0.5659,0.8687,0.2031,0.5522,0.2379,0.0783,0.0872,-0.2527,37.6004,-13.6152,-23.8022,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.798538,0.0087,0.5659,0.8687,0.2031,0.5522,0.2379,-0.0134,0.1185,-0.1800,37.6004,-13.6152,-23.8022,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.804234,-0.0805,0.5560,1.0005,0.2031,0.5522,0.2379,-0.0134,0.1185,-0.1800,37.6004,-13.6152,-23.8022,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.807705,-0.1002,0.5938,0.9577,0.2031,0.5522,0.2379,-0.0134,0.1185,-0.1800,37.6004,-13.6152,-23.8022,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.810610,-0.0559,0.6138,0.8845,0.2031,0.5522,0.2379,-0.0134,0.1185,-0.1800,37.6004,-13.6152,-23.8022,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.857689,-0.0559,0.6138,0.8845,0.2031,0.5522,0.2379,-0.0134,0.1185,-0.1800,37.9298,-12.8588,-24.1682,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.860549,-0.0559,0.6138,0.8845,0.2031,0.5522,0.2379,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.862903,-0.0559,0.6138,0.8845,-0.6526,0.6843,0.8706,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.2914,-31.1645,1.2342,78.5385,23.54517591,87.29021561,1.02999997,
1.865703,-0.0559,0.6138,0.8845,-0.6526,0.6843,0.8706,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.6879,-31.1189,0.0853,78.5385,23.54517591,87.29021561,1.02999997,
1.871179,-0.0065,0.5865,0.9409,-0.6526,0.6843,0.8706,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.6879,-31.1189,0.0853,78.5385,23.54517591,87.29021561,1.02999997,
1.873600,0.0114,0.5336,0.9858,-0.6526,0.6843,0.8706,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.6879,-31.1189,0.0853,78.5385,23.54517591,87.29021561,1.02999997,
1.875661,-0.0161,0.4873,1.0282,-0.6526,0.6843,0.8706,-0.1810,0.0879,-0.1314,37.9298,-12.8588,-24.1682,17.7525,266.6879,-31.1189,0.0853,78.5385,23.54517591,87.29021561,1.02999997,
1.930650,-0.0161,0.4873,1.0282,-0.6526,0.6843,0.8706,0.2735,-0.0028,0.0775,37.9298,-12.8588,-24.1682,17.7525,266.6879,-31.1189,0.0853,78.5385,23.54517591,87.29021561,1.02999997,
1.934282,-0.0161,0.4873,1.0282,-0.6526,0.6843,0.8706,0.2735,-0.0028,0.0775,37.9298,-12.8588,-24.1682,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.936909,-0.0161,0.4873,1.0282,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,37.9298,-12.8588,-24.1682,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.939349,-0.0161,0.4873,1.0282,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.1494,-12.1756,-24.3390,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.941974,-0.1109,0.4195,1.0337,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.1494,-12.1756,-24.3390,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.944635,-0.1429,0.4198,0.9426,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.1494,-12.1756,-24.3390,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.947250,-0.1286,0.4398,0.8103,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.1494,-12.1756,-24.3390,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.949615,-0.1203,0.4699,0.6827,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.1494,-12.1756,-24.3390,17.7525,267.0375,-30.0375,-0.6937,78.5385,23.54517591,87.29021561,1.02999997,
1.977032,-0.1203,0.4699,0.6827,-0.1542,-0.1561,1.2724,0.2735,-0.0028,0.0775,38.3568,-11.7364,-24.3512,17.7525,267.0375,-30.0375,-0.6937,78.9477,23.54517591,87.29021561,1.02999997,
1.998295,-0.1203,0.4699,0.6827,-1.0915,-0.7269,-0.7122,0.2735,-0.0028,0.0775,38.3568,-11.7364,-24.3512,17.7525,267.0375,-30.0375,-0.6937,78.9477,23.54517591,87.29021561,1.02999997,
2.001736,-0.1203,0.4699,0.6827,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.3568,-11.7364,-24.3512,17.7525,267.0375,-30.0375,-0.6937,78.9477,23.54517591,87.29021561,1.02999997,
2.004271,-0.1203,0.4699,0.6827,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.3568,-11.7364,-24.3512,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.007913,-0.1449,0.4545,0.6253,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.3568,-11.7364,-24.3512,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.010734,-0.1331,0.4366,0.6909,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.3568,-11.7364,-24.3512,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.013327,-0.0545,0.4435,0.7867,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.3568,-11.7364,-24.3512,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.058920,-0.0545,0.4435,0.7867,-1.0915,-0.7269,-0.7122,-0.0115,-0.0670,0.2799,38.5154,-11.6022,-24.3634,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.062167,-0.0545,0.4435,0.7867,-0.5925,-0.5972,-0.9692,-0.0115,-0.0670,0.2799,38.5154,-11.6022,-24.3634,17.7525,267.0251,-31.1127,-0.8697,78.9477,23.54517591,87.29021561,1.02999997,
2.064419,-0.0545,0.4435,0.7867,-0.5925,-0.5972,-0.9692,-0.0115,-0.0670,0.2799,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.070807,-0.0545,0.4435,0.7867,-0.5925,-0.5972,-0.9692,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.073635,0.0090,0.4663,0.8187,-0.5925,-0.5972,-0.9692,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.075717,-0.0242,0.4541,0.7879,-0.5925,-0.5972,-0.9692,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.078014,-0.0569,0.4592,0.7091,-0.5925,-0.5972,-0.9692,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.129287,-0.0569,0.4592,0.7091,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.4916,-30.9510,-0.4550,78.9477,23.54517591,87.29021561,1.02999997,
2.133441,-0.0569,0.4592,0.7091,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.137603,-0.0017,0.5179,0.6411,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.140692,0.0101,0.5447,0.6239,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.143724,-0.0430,0.5169,0.7190,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.5154,-11.6022,-24.3634,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.146829,-0.0430,0.5169,0.7190,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.4788,-11.5412,-24.4366,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.177119,-0.0430,0.5169,0.7190,-0.2186,-0.3155,-1.2068,0.2060,-0.1369,0.2402,38.4178,-11.5168,-24.4488,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.189619,-0.0430,0.5169,0.7190,-0.4092,0.2146,-0.9637,0.2060,-0.1369,0.2402,38.4178,-11.5168,-24.4488,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.193864,-0.0430,0.5169,0.7190,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,266.6192,-32.1419,0.3078,78.9477,23.54517591,87.29021561,1.02999997,
2.196916,-0.0430,0.5169,0.7190,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.205012,-0.0548,0.5395,0.7518,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.209576,-0.0294,0.5920,0.6928,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.211644,-0.0551,0.5759,0.7196,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.213652,-0.0139,0.5684,0.8578,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.4178,-11.5168,-24.4488,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.257366,-0.0139,0.5684,0.8578,-0.4092,0.2146,-0.9637,0.0984,-0.1457,0.0491,38.2348,-11.4802,-24.5830,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.261428,-0.0139,0.5684,0.8578,-0.4092,0.2146,-0.9637,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.263545,-0.0139,0.5684,0.8578,-0.0438,0.5528,0.5992,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,267.4854,-32.9665,0.6443,78.9477,23.54517591,87.29021561,1.02999997,
2.265626,-0.0139,0.5684,0.8578,-0.0438,0.5528,0.5992,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,268.2567,-32.1519,0.7590,78.9477,23.54517591,87.29021561,1.02999997,
2.272043,0.0526,0.5786,0.9958,-0.0438,0.5528,0.5992,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,268.2567,-32.1519,0.7590,78.7170,23.54517591,87.29021561,1.02999997,
2.275128,0.0607,0.5903,1.0424,-0.0438,0.5528,0.5992,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,268.2567,-32.1519,0.7590,78.7170,23.54517591,87.29021561,1.02999997,
2.277879,0.0376,0.5675,1.0619,-0.0438,0.5528,0.5992,-0.1450,-0.1672,-0.0298,38.2348,-11.4802,-24.5830,17.7525,268.2567,-32.1519,0.7590,78.7170,23.54517591,87.29021561,1.02999997,
2.330488,0.0376,0.5675,1.0619,-0.0438,0.5528,0.5992,-0.0758,-0.1945,-0.2294,38.2348,-11.4802,-24.5830,17.7525,268.2567,-32.1519,0.7590,78.7170,23.54517591,87.29021561,1.02999997,
2.334614,0.0376,0.5675,1.0619,-0.0438,0.5528,0.5992,-0.0758,-0.1945,-0.2294,38.2348,-11.4802,-24.5830,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.339432,0.0376,0.5675,1.0619,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,38.2348,-11.4802,-24.5830,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.343453,0.0376,0.5675,1.0619,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,38.0030,-11.5290,-24.8026,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.347329,0.0555,0.5166,1.1323,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,38.0030,-11.5290,-24.8026,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.350159,0.0561,0.4267,1.2340,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,38.0030,-11.5290,-24.8026,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.352603,0.0440,0.4613,1.3451,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,38.0030,-11.5290,-24.8026,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.379217,0.0440,0.4613,1.3451,0.3189,-0.0637,2.6803,-0.0758,-0.1945,-0.2294,37.6736,-11.6632,-24.9978,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
2.390010,0.0440,0.4613,1.3451,0.3189,-0.0637,2.6803,0.5543,-0.1820,-0.1449,37.6736,-11.6632,-24.9978,17.7525,269.3848,-31.2959,1.3295,78.7170,23.54517591,87.29021561,1.02999997,
